timestep,date,time,flow_cfs
2760,4/21/1920,0:00,79
2761,4/22/1920,0:00,24
2762,4/23/1920,0:00,18
2763,4/24/1920,0:00,28
2764,4/25/1920,0:00,150
2765,4/26/1920,0:00,72
2766,4/27/1920,0:00,106
2767,4/28/1920,0:00,128
2768,4/29/1920,0:00,128
2769,4/30/1920,0:00,89
2770,5/1/1920,0:00,89
2771,5/2/1920,0:00,24
2772,5/3/1920,0:00,26
2773,5/4/1920,0:00,28
2774,5/5/1920,0:00,40
2775,5/6/1920,0:00,72
2776,5/7/1920,0:00,137
2777,5/8/1920,0:00,196
2778,5/9/1920,0:00,128
2779,5/10/1920,0:00,226
2780,5/11/1920,0:00,150
2781,5/12/1920,0:00,48
2782,5/13/1920,0:00,380
2783,5/14/1920,0:00,456
2784,5/15/1920,0:00,162
2785,5/16/1920,0:00,128
2786,5/17/1920,0:00,99
2787,5/18/1920,0:00,286
2788,5/19/1920,0:00,224
2789,5/20/1920,0:00,456
2790,5/21/1920,0:00,475
2791,5/22/1920,0:00,523
2792,5/23/1920,0:00,475
2793,5/24/1920,0:00,741
2794,5/25/1920,0:00,247
2795,5/26/1920,0:00,570
2796,5/27/1920,0:00,760
2797,5/28/1920,0:00,380
2798,5/29/1920,0:00,286
2799,5/30/1920,0:00,40
2800,5/31/1920,0:00,475
2801,6/1/1920,0:00,208
2802,6/2/1920,0:00,380
2803,6/3/1920,0:00,523
2804,6/4/1920,0:00,855
2805,6/5/1920,0:00,779
2806,6/6/1920,0:00,333
2807,6/7/1920,0:00,380
2808,6/8/1920,0:00,494
2809,6/9/1920,0:00,684
2810,6/10/1920,0:00,760
2811,6/11/1920,0:00,713
2812,6/12/1920,0:00,551
2813,6/13/1920,0:00,570
2814,6/14/1920,0:00,399
2815,6/15/1920,0:00,808
2816,6/16/1920,0:00,646
2817,6/17/1920,0:00,874
2818,6/18/1920,0:00,779
2819,6/19/1920,0:00,247
2820,6/20/1920,0:00,247
2821,6/21/1920,0:00,551
2822,6/22/1920,0:00,665
2823,6/23/1920,0:00,570
2824,6/24/1920,0:00,202
2825,6/25/1920,0:00,167
2826,6/26/1920,0:00,485
2827,6/27/1920,0:00,173
2828,6/28/1920,0:00,456
2829,6/29/1920,0:00,589
2830,6/30/1920,0:00,437
2831,7/1/1920,0:00,371
2832,7/2/1920,0:00,598
2833,7/3/1920,0:00,456
2834,7/4/1920,0:00,608
2835,7/5/1920,0:00,608
2836,7/6/1920,0:00,665
2837,7/7/1920,0:00,627
2838,7/8/1920,0:00,"2,580"
2839,7/9/1920,0:00,"2,580"
2840,7/10/1920,0:00,418
2841,7/11/1920,0:00,208
2842,7/12/1920,0:00,255
2843,7/13/1920,0:00,31
2844,7/14/1920,0:00,191
2845,7/15/1920,0:00,503
2846,7/16/1920,0:00,836
2847,7/17/1920,0:00,846
2848,7/18/1920,0:00,522
2849,7/19/1920,0:00,"1,010"
2850,7/20/1920,0:00,481
2851,7/21/1920,0:00,253
2852,7/22/1920,0:00,443
2853,7/23/1920,0:00,443
2854,7/24/1920,0:00,642
2855,7/25/1920,0:00,642
2856,7/26/1920,0:00,"1,550"
2857,7/27/1920,0:00,550
2858,7/28/1920,0:00,550
2859,7/29/1920,0:00,199
2860,7/30/1920,0:00,63
2861,7/31/1920,0:00,80
2862,8/1/1920,0:00,110
2863,8/2/1920,0:00,550
2864,8/3/1920,0:00,895
2865,8/4/1920,0:00,502
2866,8/5/1920,0:00,332
2867,8/6/1920,0:00,128
2868,8/7/1920,0:00,412
2869,8/8/1920,0:00,293
2870,8/9/1920,0:00,128
2871,8/10/1920,0:00,93
2872,8/11/1920,0:00,48
2873,8/12/1920,0:00,102
2874,8/13/1920,0:00,895
2875,8/14/1920,0:00,770
2876,8/15/1920,0:00,293
2877,8/16/1920,0:00,64
2878,8/17/1920,0:00,190
2879,8/18/1920,0:00,228
2880,8/19/1920,0:00,174
2881,8/20/1920,0:00,155
2882,8/21/1920,0:00,880
2883,8/22/1920,0:00,123
2884,8/23/1920,0:00,75
2885,8/24/1920,0:00,79
2886,8/25/1920,0:00,228
2887,8/26/1920,0:00,500
2888,8/27/1920,0:00,358
2889,8/28/1920,0:00,88
2890,8/29/1920,0:00,74
2891,8/30/1920,0:00,201
2892,8/31/1920,0:00,212
2893,9/1/1920,0:00,595
2894,9/2/1920,0:00,510
2895,9/3/1920,0:00,226
2896,9/4/1920,0:00,96
2897,9/5/1920,0:00,269
2898,9/6/1920,0:00,605
2899,9/7/1920,0:00,550
2900,9/8/1920,0:00,"1,040"
2901,9/9/1920,0:00,550
2902,9/10/1920,0:00,370
2903,9/11/1920,0:00,150
2904,9/12/1920,0:00,129
2905,9/13/1920,0:00,88
2906,9/14/1920,0:00,86
2907,9/15/1920,0:00,86
2908,9/16/1920,0:00,88
2909,9/17/1920,0:00,87
2910,9/18/1920,0:00,78
2911,9/19/1920,0:00,79
2912,9/20/1920,0:00,85
2913,9/21/1920,0:00,83
2914,9/22/1920,0:00,85
2915,9/23/1920,0:00,87
2916,9/24/1920,0:00,88
2917,9/25/1920,0:00,86
2918,9/26/1920,0:00,88
2919,9/27/1920,0:00,88
2920,9/28/1920,0:00,84
2921,9/29/1920,0:00,79
2922,9/30/1920,0:00,79
2923,10/1/1920,0:00,91
2924,10/2/1920,0:00,143
2925,10/3/1920,0:00,135
2926,10/4/1920,0:00,135
2927,10/5/1920,0:00,88
2928,10/6/1920,0:00,91
2929,10/7/1920,0:00,86
2930,10/8/1920,0:00,104
2931,10/9/1920,0:00,358
2932,10/10/1920,0:00,405
2933,10/11/1920,0:00,269
2934,10/12/1920,0:00,228
2935,10/13/1920,0:00,310
2936,10/14/1920,0:00,576
2937,10/15/1920,0:00,"1,420"
2938,10/16/1920,0:00,"1,740"
2939,10/17/1920,0:00,550
2940,10/18/1920,0:00,760
2941,10/19/1920,0:00,455
2942,10/20/1920,0:00,226
2943,10/21/1920,0:00,226
2944,10/22/1920,0:00,93
2945,10/23/1920,0:00,226
2946,10/24/1920,0:00,68
2947,10/25/1920,0:00,93
2948,10/26/1920,0:00,67
2949,10/27/1920,0:00,93
2950,10/28/1920,0:00,93
2951,10/29/1920,0:00,93
2952,10/30/1920,0:00,57
2953,10/31/1920,0:00,63
2954,11/1/1920,0:00,54
2955,11/2/1920,0:00,93
2956,11/3/1920,0:00,64
2957,11/4/1920,0:00,172
2958,11/5/1920,0:00,293
2959,11/6/1920,0:00,226
2960,11/7/1920,0:00,128
2961,11/8/1920,0:00,128
2962,11/9/1920,0:00,172
2963,11/10/1920,0:00,172
2964,11/11/1920,0:00,172
2965,11/12/1920,0:00,293
2966,11/13/1920,0:00,226
2967,11/14/1920,0:00,172
2968,11/15/1920,0:00,172
2969,11/16/1920,0:00,128
2970,11/17/1920,0:00,128
2971,11/18/1920,0:00,172
2972,11/19/1920,0:00,172
2973,11/20/1920,0:00,172
2974,11/21/1920,0:00,172
2975,11/22/1920,0:00,93
2976,11/23/1920,0:00,172
2977,11/24/1920,0:00,172
2978,11/25/1920,0:00,93
2979,11/26/1920,0:00,93
2980,11/27/1920,0:00,93
2981,11/28/1920,0:00,93
2982,11/29/1920,0:00,93
2983,11/30/1920,0:00,93
2984,12/1/1920,0:00,93
2985,12/2/1920,0:00,64
2986,12/3/1920,0:00,64
2987,12/4/1920,0:00,64
2988,12/5/1920,0:00,64
2989,12/6/1920,0:00,93
2990,12/7/1920,0:00,93
2991,12/8/1920,0:00,93
2992,12/9/1920,0:00,93
2993,12/10/1920,0:00,93
2994,12/11/1920,0:00,64
2995,12/12/1920,0:00,93
2996,12/13/1920,0:00,93
2997,12/14/1920,0:00,93
2998,12/15/1920,0:00,93
2999,12/16/1920,0:00,64
3000,12/17/1920,0:00,226
3001,12/18/1920,0:00,226
3002,12/19/1920,0:00,226
3003,12/20/1920,0:00,226
3004,12/21/1920,0:00,15
3005,12/22/1920,0:00,64
3006,12/23/1920,0:00,64
3007,12/24/1920,0:00,172
3008,12/25/1920,0:00,172
3009,12/26/1920,0:00,172
3010,12/27/1920,0:00,172
3011,12/28/1920,0:00,172
3012,12/29/1920,0:00,226
3013,12/30/1920,0:00,226
3014,12/31/1920,0:00,293
3015,1/1/1921,0:00,110
3016,1/2/1921,0:00,110
3017,1/3/1921,0:00,110
3018,1/4/1921,0:00,110
3019,1/5/1921,0:00,120
3020,1/6/1921,0:00,110
3021,1/7/1921,0:00,90
3022,1/8/1921,0:00,110
3023,1/9/1921,0:00,110
3024,1/10/1921,0:00,105
3025,1/11/1921,0:00,100
3026,1/12/1921,0:00,100
3027,1/13/1921,0:00,122
3028,1/14/1921,0:00,144
3029,1/15/1921,0:00,160
3030,1/16/1921,0:00,130
3031,1/17/1921,0:00,125
3032,1/18/1921,0:00,125
3033,1/19/1921,0:00,110
3034,1/20/1921,0:00,125
3035,1/21/1921,0:00,128
3036,1/22/1921,0:00,205
3037,1/23/1921,0:00,205
3038,1/24/1921,0:00,190
3039,1/25/1921,0:00,225
3040,1/26/1921,0:00,170
3041,1/27/1921,0:00,150
3042,1/28/1921,0:00,130
3043,1/29/1921,0:00,115
3044,1/30/1921,0:00,110
3045,1/31/1921,0:00,125
3046,2/1/1921,0:00,125
3047,2/2/1921,0:00,120
3048,2/3/1921,0:00,134
3049,2/4/1921,0:00,134
3050,2/5/1921,0:00,145
3051,2/6/1921,0:00,106
3052,2/7/1921,0:00,97
3053,2/8/1921,0:00,113
3054,2/9/1921,0:00,113
3055,2/10/1921,0:00,106
3056,2/11/1921,0:00,130
3057,2/12/1921,0:00,120
3058,2/13/1921,0:00,134
3059,2/14/1921,0:00,94
3060,2/15/1921,0:00,127
3061,2/16/1921,0:00,127
3062,2/17/1921,0:00,127
3063,2/18/1921,0:00,110
3064,2/19/1921,0:00,134
3065,2/20/1921,0:00,123
3066,2/21/1921,0:00,90
3067,2/22/1921,0:00,84
3068,2/23/1921,0:00,63
3069,2/24/1921,0:00,63
3070,2/25/1921,0:00,87
3071,2/26/1921,0:00,130
3072,2/27/1921,0:00,130
3073,2/28/1921,0:00,130
3074,3/1/1921,0:00,120
3075,3/2/1921,0:00,120
3076,3/3/1921,0:00,116
3077,3/4/1921,0:00,127
3078,3/5/1921,0:00,123
3079,3/6/1921,0:00,116
3080,3/7/1921,0:00,100
3081,3/8/1921,0:00,116
3082,3/9/1921,0:00,174
3083,3/10/1921,0:00,174
3084,3/11/1921,0:00,123
3085,3/12/1921,0:00,116
3086,3/13/1921,0:00,116
3087,3/14/1921,0:00,123
3088,3/15/1921,0:00,84
3089,3/16/1921,0:00,90
3090,3/17/1921,0:00,84
3091,3/18/1921,0:00,84
3092,3/19/1921,0:00,47
3093,3/20/1921,0:00,36
3094,3/21/1921,0:00,36
3095,3/22/1921,0:00,36
3096,3/23/1921,0:00,36
3097,3/24/1921,0:00,28
3098,3/25/1921,0:00,32
3099,3/26/1921,0:00,56
3100,3/27/1921,0:00,66
3101,3/28/1921,0:00,76
3102,3/29/1921,0:00,100
3103,3/30/1921,0:00,100
3104,3/31/1921,0:00,95
3105,4/1/1921,0:00,72
3106,4/2/1921,0:00,35
3107,4/3/1921,0:00,40
3108,4/4/1921,0:00,76
3109,4/5/1921,0:00,128
3110,4/6/1921,0:00,128
3111,4/7/1921,0:00,62
3112,4/8/1921,0:00,25
3113,4/9/1921,0:00,24
3114,4/10/1921,0:00,24
3115,4/11/1921,0:00,24
3116,4/12/1921,0:00,38
3117,4/13/1921,0:00,43
3118,4/14/1921,0:00,46
3119,4/15/1921,0:00,56
3120,4/16/1921,0:00,32
3121,4/17/1921,0:00,111
3122,4/18/1921,0:00,154
3123,4/19/1921,0:00,114
3124,4/20/1921,0:00,134
3125,4/21/1921,0:00,271
3126,4/22/1921,0:00,343
3127,4/23/1921,0:00,236
3128,4/24/1921,0:00,280
3129,4/25/1921,0:00,267
3130,4/26/1921,0:00,305
3131,4/27/1921,0:00,167
3132,4/28/1921,0:00,196
3133,4/29/1921,0:00,220
3134,4/30/1921,0:00,280
3135,5/1/1921,0:00,280
3136,5/2/1921,0:00,280
3137,5/3/1921,0:00,224
3138,5/4/1921,0:00,100
3139,5/5/1921,0:00,228
3140,5/6/1921,0:00,196
3141,5/7/1921,0:00,434
3142,5/8/1921,0:00,434
3143,5/9/1921,0:00,434
3144,5/10/1921,0:00,350
3145,5/11/1921,0:00,350
3146,5/12/1921,0:00,514
3147,5/13/1921,0:00,531
3148,5/14/1921,0:00,389
3149,5/15/1921,0:00,480
3150,5/16/1921,0:00,514
3151,5/17/1921,0:00,514
3152,5/18/1921,0:00,531
3153,5/19/1921,0:00,426
3154,5/20/1921,0:00,539
3155,5/21/1921,0:00,514
3156,5/22/1921,0:00,472
3157,5/23/1921,0:00,449
3158,5/24/1921,0:00,300
3159,5/25/1921,0:00,220
3160,5/26/1921,0:00,228
3161,5/27/1921,0:00,434
3162,5/28/1921,0:00,489
3163,5/29/1921,0:00,472
3164,5/30/1921,0:00,228
3165,5/31/1921,0:00,122
3166,6/1/1921,0:00,396
3167,6/2/1921,0:00,678
3168,6/3/1921,0:00,959
3169,6/4/1921,0:00,"61,100"
3170,6/5/1921,0:00,"87,300"
3171,6/6/1921,0:00,"33,200"
3172,6/7/1921,0:00,"28,000"
3173,6/8/1921,0:00,"23,400"
3174,6/9/1921,0:00,"15,500"
3175,6/10/1921,0:00,"13,000"
3176,6/11/1921,0:00,"10,700"
3177,6/12/1921,0:00,"9,650"
3178,6/13/1921,0:00,"9,890"
3179,6/14/1921,0:00,"8,460"
3180,6/15/1921,0:00,"8,460"
3181,6/16/1921,0:00,"11,400"
3182,6/17/1921,0:00,"10,700"
3183,6/18/1921,0:00,"10,100"
3184,6/19/1921,0:00,"9,000"
3185,6/20/1921,0:00,"8,460"
3186,6/21/1921,0:00,"6,900"
3187,6/22/1921,0:00,"6,430"
3188,6/23/1921,0:00,"5,560"
3189,6/24/1921,0:00,"4,780"
3190,6/25/1921,0:00,"4,430"
3191,6/26/1921,0:00,"4,430"
3192,6/27/1921,0:00,"4,780"
3193,6/28/1921,0:00,"4,780"
3194,6/29/1921,0:00,"3,500"
3195,6/30/1921,0:00,"3,500"
3196,7/1/1921,0:00,"3,500"
3197,7/2/1921,0:00,"1,810"
3198,7/3/1921,0:00,"1,910"
3199,7/4/1921,0:00,"2,100"
3200,7/5/1921,0:00,"2,620"
3201,7/6/1921,0:00,"2,000"
3202,7/7/1921,0:00,"1,860"
3203,7/8/1921,0:00,"1,640"
3204,7/9/1921,0:00,"1,330"
3205,7/10/1921,0:00,"1,130"
3206,7/11/1921,0:00,"1,070"
3207,7/12/1921,0:00,910
3208,7/13/1921,0:00,844
3209,7/14/1921,0:00,"2,000"
3210,7/15/1921,0:00,"1,570"
3211,7/16/1921,0:00,"1,910"
3212,7/17/1921,0:00,"2,440"
3213,7/18/1921,0:00,"2,950"
3214,7/19/1921,0:00,"14,700"
3215,7/20/1921,0:00,"15,900"
3216,7/21/1921,0:00,"6,500"
3217,7/22/1921,0:00,"3,920"
3218,7/23/1921,0:00,"3,760"
3219,7/24/1921,0:00,"4,600"
3220,7/25/1921,0:00,"4,420"
3221,7/26/1921,0:00,"3,610"
3222,7/27/1921,0:00,"3,610"
3223,7/28/1921,0:00,"2,800"
3224,7/29/1921,0:00,"2,670"
3225,7/30/1921,0:00,"2,200"
3226,7/31/1921,0:00,"1,610"
3227,8/1/1921,0:00,"1,410"
3228,8/2/1921,0:00,"9,400"
3229,8/3/1921,0:00,"10,800"
3230,8/4/1921,0:00,"9,700"
3231,8/5/1921,0:00,"4,960"
3232,8/6/1921,0:00,"2,550"
3233,8/7/1921,0:00,"1,750"
3234,8/8/1921,0:00,"1,540"
3235,8/9/1921,0:00,"1,480"
3236,8/10/1921,0:00,"1,110"
3237,8/11/1921,0:00,658
3238,8/12/1921,0:00,"1,150"
3239,8/13/1921,0:00,"2,670"
3240,8/14/1921,0:00,"2,840"
3241,8/15/1921,0:00,"8,640"
3242,8/16/1921,0:00,"9,400"
3243,8/17/1921,0:00,"4,250"
3244,8/18/1921,0:00,"1,820"
3245,8/19/1921,0:00,"1,230"
3246,8/20/1921,0:00,658
3247,8/21/1921,0:00,840
3248,8/22/1921,0:00,658
3249,8/23/1921,0:00,658
3250,8/24/1921,0:00,538
3251,8/25/1921,0:00,430
3252,8/26/1921,0:00,366
3253,8/27/1921,0:00,398
3254,8/28/1921,0:00,366
3255,8/29/1921,0:00,306
3256,8/30/1921,0:00,200
3257,8/31/1921,0:00,198
3258,9/1/1921,0:00,777
3259,9/2/1921,0:00,189
3260,9/3/1921,0:00,194
3261,9/4/1921,0:00,198
3262,9/5/1921,0:00,180
3263,9/6/1921,0:00,163
3264,9/7/1921,0:00,147
3265,9/8/1921,0:00,151
3266,9/9/1921,0:00,135
3267,9/10/1921,0:00,159
3268,9/11/1921,0:00,184
3269,9/12/1921,0:00,167
3270,9/13/1921,0:00,121
3271,9/14/1921,0:00,70
3272,9/15/1921,0:00,54
3273,9/16/1921,0:00,44
3274,9/17/1921,0:00,50
3275,9/18/1921,0:00,110
3276,9/19/1921,0:00,75
3277,9/20/1921,0:00,118
3278,9/21/1921,0:00,171
3279,9/22/1921,0:00,208
3280,9/23/1921,0:00,155
3281,9/24/1921,0:00,244
3282,9/25/1921,0:00,265
3283,9/26/1921,0:00,254
3284,9/27/1921,0:00,249
3285,9/28/1921,0:00,300
3286,9/29/1921,0:00,208
3287,9/30/1921,0:00,175
3288,10/1/1921,0:00,175
3289,10/2/1921,0:00,198
3290,10/3/1921,0:00,167
3291,10/4/1921,0:00,189
3292,10/5/1921,0:00,249
3293,10/6/1921,0:00,175
3294,10/7/1921,0:00,198
3295,10/8/1921,0:00,198
3296,10/9/1921,0:00,194
3297,10/10/1921,0:00,198
3298,10/11/1921,0:00,208
3299,10/12/1921,0:00,222
3300,10/13/1921,0:00,213
3301,10/14/1921,0:00,222
3302,10/15/1921,0:00,276
3303,10/16/1921,0:00,249
3304,10/17/1921,0:00,249
3305,10/18/1921,0:00,249
3306,10/19/1921,0:00,249
3307,10/20/1921,0:00,282
3308,10/21/1921,0:00,276
3309,10/22/1921,0:00,222
3310,10/23/1921,0:00,276
3311,10/24/1921,0:00,288
3312,10/25/1921,0:00,306
3313,10/26/1921,0:00,402
3314,10/27/1921,0:00,416
3315,10/28/1921,0:00,389
3316,10/29/1921,0:00,276
3317,10/30/1921,0:00,208
3318,10/31/1921,0:00,110
3319,11/1/1921,0:00,72
3320,11/2/1921,0:00,54
3321,11/3/1921,0:00,72
3322,11/4/1921,0:00,163
3323,11/5/1921,0:00,94
3324,11/6/1921,0:00,72
3325,11/7/1921,0:00,61
3326,11/8/1921,0:00,50
3327,11/9/1921,0:00,50
3328,11/10/1921,0:00,38
3329,11/11/1921,0:00,21
3330,11/12/1921,0:00,46
3331,11/13/1921,0:00,155
3332,11/14/1921,0:00,175
3333,11/15/1921,0:00,249
3334,11/16/1921,0:00,276
3335,11/17/1921,0:00,233
3336,11/18/1921,0:00,155
3337,11/19/1921,0:00,155
3338,11/20/1921,0:00,167
3339,11/21/1921,0:00,147
3340,11/22/1921,0:00,135
3341,11/23/1921,0:00,143
3342,11/24/1921,0:00,155
3343,11/25/1921,0:00,151
3344,11/26/1921,0:00,143
3345,11/27/1921,0:00,155
3346,11/28/1921,0:00,135
3347,11/29/1921,0:00,135
3348,11/30/1921,0:00,132
3349,12/1/1921,0:00,155
3350,12/2/1921,0:00,118
3351,12/3/1921,0:00,89
3352,12/4/1921,0:00,324
3353,12/5/1921,0:00,250
3354,12/6/1921,0:00,150
3355,12/7/1921,0:00,140
3356,12/8/1921,0:00,150
3357,12/9/1921,0:00,160
3358,12/10/1921,0:00,150
3359,12/11/1921,0:00,150
3360,12/12/1921,0:00,150
3361,12/13/1921,0:00,135
3362,12/14/1921,0:00,135
3363,12/15/1921,0:00,125
3364,12/16/1921,0:00,152
3365,12/17/1921,0:00,160
3366,12/18/1921,0:00,32
3367,12/19/1921,0:00,30
3368,12/20/1921,0:00,57
3369,12/21/1921,0:00,33
3370,12/22/1921,0:00,21
3371,12/23/1921,0:00,29
3372,12/24/1921,0:00,28
3373,12/25/1921,0:00,30
3374,12/26/1921,0:00,30
3375,12/27/1921,0:00,40
3376,12/28/1921,0:00,40
3377,12/29/1921,0:00,54
3378,12/30/1921,0:00,42
3379,12/31/1921,0:00,24
3380,1/1/1922,0:00,25
3381,1/2/1922,0:00,25
3382,1/3/1922,0:00,26
3383,1/4/1922,0:00,128
3384,1/5/1922,0:00,100
3385,1/6/1922,0:00,84
3386,1/7/1922,0:00,54
3387,1/8/1922,0:00,80
3388,1/9/1922,0:00,82
3389,1/10/1922,0:00,123
3390,1/11/1922,0:00,135
3391,1/12/1922,0:00,57
3392,1/13/1922,0:00,70
3393,1/14/1922,0:00,187
3394,1/15/1922,0:00,187
3395,1/16/1922,0:00,200
3396,1/17/1922,0:00,148
3397,1/18/1922,0:00,96
3398,1/19/1922,0:00,65
3399,1/20/1922,0:00,57
3400,1/21/1922,0:00,82
3401,1/22/1922,0:00,195
3402,1/23/1922,0:00,195
3403,1/24/1922,0:00,208
3404,1/25/1922,0:00,220
3405,1/26/1922,0:00,260
3406,1/27/1922,0:00,250
3407,1/28/1922,0:00,273
3408,1/29/1922,0:00,265
3409,1/30/1922,0:00,315
3410,1/31/1922,0:00,285
3411,2/1/1922,0:00,275
3412,2/2/1922,0:00,285
3413,2/3/1922,0:00,265
3414,2/4/1922,0:00,228
3415,2/5/1922,0:00,220
3416,2/6/1922,0:00,242
3417,2/7/1922,0:00,215
3418,2/8/1922,0:00,242
3419,2/9/1922,0:00,250
3420,2/10/1922,0:00,260
3421,2/11/1922,0:00,475
3422,2/12/1922,0:00,475
3423,2/13/1922,0:00,400
3424,2/14/1922,0:00,350
3425,2/15/1922,0:00,365
3426,2/16/1922,0:00,248
3427,2/17/1922,0:00,62
3428,2/18/1922,0:00,70
3429,2/19/1922,0:00,50
3430,2/20/1922,0:00,50
3431,2/21/1922,0:00,50
3432,2/22/1922,0:00,42
3433,2/23/1922,0:00,35
3434,2/24/1922,0:00,68
3435,2/25/1922,0:00,130
3436,2/26/1922,0:00,100
3437,2/27/1922,0:00,72
3438,2/28/1922,0:00,46
3439,3/1/1922,0:00,125
3440,3/2/1922,0:00,100
3441,3/3/1922,0:00,170
3442,3/4/1922,0:00,255
3443,3/5/1922,0:00,385
3444,3/6/1922,0:00,260
3445,3/7/1922,0:00,183
3446,3/8/1922,0:00,51
3447,3/9/1922,0:00,30
3448,3/10/1922,0:00,31
3449,3/11/1922,0:00,29
3450,3/12/1922,0:00,29
3451,3/13/1922,0:00,29
3452,3/14/1922,0:00,29
3453,3/15/1922,0:00,29
3454,3/16/1922,0:00,29
3455,3/17/1922,0:00,29
3456,3/18/1922,0:00,29
3457,3/19/1922,0:00,120
3458,3/20/1922,0:00,148
3459,3/21/1922,0:00,104
3460,3/22/1922,0:00,29
3461,3/23/1922,0:00,29
3462,3/24/1922,0:00,29
3463,3/25/1922,0:00,29
3464,3/26/1922,0:00,29
3465,3/27/1922,0:00,29
3466,3/28/1922,0:00,68
3467,3/29/1922,0:00,56
3468,3/30/1922,0:00,58
3469,3/31/1922,0:00,66
3470,4/1/1922,0:00,56
3471,4/2/1922,0:00,69
3472,4/3/1922,0:00,47
3473,4/4/1922,0:00,29
3474,4/5/1922,0:00,22
3475,4/6/1922,0:00,34
3476,4/7/1922,0:00,27
3477,4/8/1922,0:00,28
3478,4/9/1922,0:00,27
3479,4/10/1922,0:00,29
3480,4/11/1922,0:00,128
3481,4/12/1922,0:00,150
3482,4/13/1922,0:00,111
3483,4/14/1922,0:00,40
3484,4/15/1922,0:00,50
3485,4/16/1922,0:00,35
3486,4/17/1922,0:00,30
3487,4/18/1922,0:00,43
3488,4/19/1922,0:00,48
3489,4/20/1922,0:00,43
3490,4/21/1922,0:00,62
3491,4/22/1922,0:00,101
3492,4/23/1922,0:00,104
3493,4/24/1922,0:00,128
3494,4/25/1922,0:00,168
3495,4/26/1922,0:00,225
3496,4/27/1922,0:00,163
3497,4/28/1922,0:00,189
3498,4/29/1922,0:00,117
3499,4/30/1922,0:00,103
3500,5/1/1922,0:00,50
3501,5/2/1922,0:00,48
3502,5/3/1922,0:00,53
3503,5/4/1922,0:00,130
3504,5/5/1922,0:00,154
3505,5/6/1922,0:00,122
3506,5/7/1922,0:00,139
3507,5/8/1922,0:00,141
3508,5/9/1922,0:00,228
3509,5/10/1922,0:00,310
3510,5/11/1922,0:00,331
3511,5/12/1922,0:00,335
3512,5/13/1922,0:00,316
3513,5/14/1922,0:00,231
3514,5/15/1922,0:00,214
3515,5/16/1922,0:00,74
3516,5/17/1922,0:00,48
3517,5/18/1922,0:00,27
3518,5/19/1922,0:00,16
3519,5/20/1922,0:00,30
3520,5/21/1922,0:00,62
3521,5/22/1922,0:00,145
3522,5/23/1922,0:00,262
3523,5/24/1922,0:00,265
3524,5/25/1922,0:00,320
3525,5/26/1922,0:00,409
3526,5/27/1922,0:00,487
3527,5/28/1922,0:00,700
3528,5/29/1922,0:00,647
3529,5/30/1922,0:00,530
3530,5/31/1922,0:00,343
3531,6/1/1922,0:00,468
3532,6/2/1922,0:00,371
3533,6/3/1922,0:00,404
3534,6/4/1922,0:00,674
3535,6/5/1922,0:00,647
3536,6/6/1922,0:00,464
3537,6/7/1922,0:00,362
3538,6/8/1922,0:00,255
3539,6/9/1922,0:00,555
3540,6/10/1922,0:00,611
3541,6/11/1922,0:00,445
3542,6/12/1922,0:00,350
3543,6/13/1922,0:00,483
3544,6/14/1922,0:00,565
3545,6/15/1922,0:00,468
3546,6/16/1922,0:00,717
3547,6/17/1922,0:00,836
3548,6/18/1922,0:00,668
3549,6/19/1922,0:00,684
3550,6/20/1922,0:00,590
3551,6/21/1922,0:00,717
3552,6/22/1922,0:00,695
3553,6/23/1922,0:00,642
3554,6/24/1922,0:00,876
3555,6/25/1922,0:00,756
3556,6/26/1922,0:00,668
3557,6/27/1922,0:00,626
3558,6/28/1922,0:00,492
3559,6/29/1922,0:00,560
3560,6/30/1922,0:00,606
3561,7/1/1922,0:00,565
3562,7/2/1922,0:00,600
3563,7/3/1922,0:00,521
3564,7/4/1922,0:00,550
3565,7/5/1922,0:00,575
3566,7/6/1922,0:00,545
3567,7/7/1922,0:00,502
3568,7/8/1922,0:00,487
3569,7/9/1922,0:00,497
3570,7/10/1922,0:00,422
3571,7/11/1922,0:00,427
3572,7/12/1922,0:00,422
3573,7/13/1922,0:00,436
3574,7/14/1922,0:00,404
3575,7/15/1922,0:00,379
3576,7/16/1922,0:00,306
3577,7/17/1922,0:00,282
3578,7/18/1922,0:00,296
3579,7/19/1922,0:00,282
3580,7/20/1922,0:00,313
3581,7/21/1922,0:00,182
3582,7/22/1922,0:00,161
3583,7/23/1922,0:00,114
3584,7/24/1922,0:00,147
3585,7/25/1922,0:00,173
3586,7/26/1922,0:00,233
3587,7/27/1922,0:00,193
3588,7/28/1922,0:00,69
3589,7/29/1922,0:00,54
3590,7/30/1922,0:00,"1,630"
3591,7/31/1922,0:00,966
3592,8/1/1922,0:00,430
3593,8/2/1922,0:00,700
3594,8/3/1922,0:00,574
3595,8/4/1922,0:00,136
3596,8/5/1922,0:00,948
3597,8/6/1922,0:00,102
3598,8/7/1922,0:00,373
3599,8/8/1922,0:00,266
3600,8/9/1922,0:00,44
3601,8/10/1922,0:00,65
3602,8/11/1922,0:00,44
3603,8/12/1922,0:00,37
3604,8/13/1922,0:00,34
3605,8/14/1922,0:00,30
3606,8/15/1922,0:00,37
3607,8/16/1922,0:00,38
3608,8/17/1922,0:00,28
3609,8/18/1922,0:00,21
3610,8/19/1922,0:00,23
3611,8/20/1922,0:00,74
3612,8/21/1922,0:00,210
