inflow_vol,month,starting_stage
578095,July,3809.22
511891,June,3820.21
504569,June,3835.16
794897,June,3817.44
1047925,May,3843.49
370589,May,3818.26
576991,August,3850.65
650416,July,3818.10
1012201,July,3838.04
759735,July,3831.02
860964,July,3848.18
765742,May,3806.60
793244,July,3801.22
1143378,June,3795.18
1478236,July,3835.20
711532,August,3808.39
399655,July,3801.37
232163,June,3822.69
1372165,July,3799.09
1436661,August,3846.72
963603,August,3798.30
1012837,August,3839.56
340810,August,3799.26
501398,July,3839.88
591292,July,3842.95
1795392,May,3806.69
641143,August,3847.72
523462,September,3804.67
1204290,May,3817.86
379248,May,3806.52
2625880,June,3823.48
564925,August,3835.71
1383478,July,3820.75
1552426,September,3806.32
536621,June,3816.08
1037954,June,3850.24
432692,July,3806.37
846901,May,3826.40
2064023,June,3853.43
913269,July,3805.35
836421,June,3794.82
292651,May,3820.45
812528,May,3808.69
742215,July,3804.18
1349675,July,3812.94
747914,July,3824.88
1073118,June,3808.34
505172,May,3829.84
474429,May,3816.90
714874,August,3798.01
614666,June,3846.24
573259,May,3801.88
710327,June,3809.36
372101,June,3808.53
864925,August,3802.17
359715,June,3836.34
1338813,June,3805.00
618116,August,3844.12
1037596,May,3810.25
1401198,August,3800.31
828581,June,3842.67
402096,July,3811.36
580736,July,3801.71
532181,June,3836.40
1229525,May,3814.26
836179,June,3848.19
440763,August,3839.39
1677717,August,3810.90
673379,June,3801.69
613757,June,3819.47
1687616,June,3849.46
762185,August,3810.06
555382,May,3828.69
936253,June,3840.99
628517,August,3833.02
829927,June,3803.67
1067334,June,3840.80
589535,June,3803.79
959605,July,3806.69
777197,August,3847.05
1304474,June,3828.69
494737,June,3847.24
819141,August,3853.56
3406646,May,3818.04
417662,May,3853.36
679989,June,3834.94
451524,August,3806.55
580349,June,3812.68
638705,June,3841.24
652348,June,3807.93
685743,June,3850.24
425237,July,3809.02
878402,August,3823.27
880418,September,3838.07
484354,July,3841.67
1214912,June,3808.91
474779,June,3814.50
1135167,June,3809.38
675031,May,3812.15
324809,June,3809.15
4312839,July,3805.49
2785860,August,3798.27
1729107,May,3810.75
753146,June,3841.52
558320,September,3818.38
835014,June,3845.42
738633,August,3811.10
1286554,June,3827.11
527153,June,3812.93
1404528,July,3853.54
1869425,May,3850.44
881791,May,3803.00
564255,May,3810.48
1222992,July,3812.80
695417,August,3835.55
1191404,August,3805.36
873776,June,3839.54
653700,July,3851.85
1368244,May,3848.68
1064451,August,3798.70
1699847,July,3808.57
1383065,June,3840.51
717438,June,3846.30
1091838,June,3842.37
677859,June,3854.31
2639151,May,3850.83
854065,June,3806.38
845260,August,3841.63
946768,July,3850.46
746216,July,3800.09
1221009,June,3795.28
625234,May,3843.16
725485,August,3825.22
514147,May,3843.11
1358011,August,3833.77
1147405,May,3861.56
1071432,July,3799.80
531013,July,3805.21
704519,July,3810.22
903479,July,3805.16
458558,July,3854.63
1105455,June,3857.48
1232709,August,3846.29
701350,September,3814.59
1878080,May,3848.79
717876,May,3816.81
1112732,June,3849.02
580410,June,3825.95
1971211,May,3853.31
780222,June,3847.53
820973,July,3815.24
1744223,June,3814.59
812458,May,3812.11
559905,July,3800.84
1062456,June,3836.10
575461,June,3812.64
393640,June,3820.34
738071,August,3826.02
785787,June,3804.22
1074367,May,3819.80
782933,May,3843.17
632063,August,3792.36
582288,May,3819.97
1538118,May,3818.62
766302,August,3841.61
1294107,June,3794.81
1021167,June,3808.41
1077968,June,3843.38
767548,August,3806.11
727327,May,3819.75
475305,August,3838.24
586553,June,3812.31
506215,May,3814.49
469221,June,3810.79
446084,July,3851.93
884762,July,3813.10
1001182,July,3798.45
500354,May,3852.81
1093379,May,3835.83
399079,August,3817.76
753044,August,3808.37
544031,June,3814.04
3033977,September,3836.29
738631,May,3837.27
611067,May,3817.23
1038989,May,3806.80
799056,August,3829.46
954894,June,3809.97
632040,August,3849.65
1305256,July,3797.76
3844884,June,3815.57
820025,July,3820.09
640170,June,3841.16
371805,August,3823.01
1857262,August,3798.89
741545,June,3805.23
1062684,August,3842.18
1487657,June,3806.37
1082956,July,3796.97
875113,August,3813.82
977493,June,3816.66
728470,July,3831.09
687359,September,3823.67
912580,July,3801.54
871696,May,3808.73
625748,June,3852.24
719239,May,3817.38
992249,August,3824.71
1397748,July,3842.84
744187,May,3823.61
1380946,June,3833.43
500077,July,3838.82
1143228,May,3847.19
823594,May,3842.96
697354,June,3811.00
702112,May,3841.36
351468,June,3805.31
1207688,July,3806.96
974780,August,3853.55
937634,June,3810.68
1252063,May,3800.70
1370529,June,3841.40
1288118,June,3815.88
621110,June,3804.59
519016,June,3810.46
685582,September,3846.62
829617,May,3814.30
1770764,May,3808.93
2335719,July,3815.29
1472022,September,3802.63
415707,May,3807.20
564855,August,3818.20
1299592,August,3792.16
1596800,August,3807.52
1037296,August,3804.53
2010318,May,3801.31
707756,July,3797.68
877851,June,3811.21
444312,June,3853.77
541725,June,3848.59
819283,August,3846.00
363402,June,3829.56
542023,July,3843.10
492300,June,3825.30
639460,May,3810.02
1562605,June,3819.37
728594,August,3824.40
1262956,August,3833.90
280405,July,3854.55
1523151,May,3817.03
511039,June,3815.39
1023241,July,3839.46
835777,August,3824.59
586306,May,3815.06
604226,April,3810.02
440795,September,3823.91
676576,May,3811.21
842581,July,3828.77
767155,May,3834.09
2205808,May,3811.42
616271,July,3851.78
1531398,May,3806.28
887733,June,3801.90
900362,August,3800.96
1437380,July,3807.16
566415,August,3811.18
520670,July,3840.81
2943401,May,3841.09
419650,June,3815.97
850631,July,3826.54
1957398,May,3808.79
4116213,June,3806.27
3323523,July,3829.84
989324,July,3843.44
780275,June,3808.86
1870474,September,3842.81
2104952,July,3817.94
983292,June,3853.18
943424,May,3853.27
1331230,July,3840.00
1400545,July,3846.75
833415,August,3853.05
1558744,June,3811.46
1246244,May,3807.46
1401100,August,3803.88
629073,May,3805.17
1013478,April,3805.11
1392812,June,3804.28
1396664,August,3806.02
1019712,June,3801.73
996375,May,3853.40
1622790,May,3806.88
941473,June,3835.19
583433,April,3816.48
1406706,June,3842.63
1198493,May,3851.57
1124521,August,3792.55
781089,July,3820.28
765006,June,3826.13
3318921,May,3812.32
518994,July,3841.65
590187,June,3816.99
1114781,July,3797.85
614886,May,3805.36
1032328,May,3822.67
1130770,July,3820.25
952330,July,3814.07
877152,June,3848.74
1964188,May,3813.85
1027720,June,3817.09
726702,June,3853.72
774472,May,3815.82
725802,June,3818.52
795854,June,3858.21
947016,July,3803.20
361463,May,3834.46
356089,May,3842.65
1274760,June,3833.07
1818662,September,3835.76
595312,August,3806.28
1293915,August,3805.83
737690,August,3797.07
678740,June,3840.47
715983,May,3806.91
835489,July,3796.56
1346051,June,3857.37
560006,July,3795.25
1261441,June,3815.30
1083974,July,3792.35
597620,August,3817.06
842383,June,3814.16
1116695,June,3840.59
1141475,July,3836.81
654449,June,3808.63
1478660,May,3843.61
523879,July,3830.84
1220498,June,3803.75
2048705,August,3816.88
392328,May,3854.18
843888,August,3815.29
1463716,August,3802.76
766508,June,3804.34
495357,July,3803.28
1125576,May,3805.53
947629,June,3817.39
482811,June,3813.03
718135,June,3804.88
845256,July,3823.07
1372498,June,3858.21
429634,May,3828.85
1434768,June,3820.19
920727,July,3797.74
1489883,May,3809.03
2901491,June,3826.00
913250,June,3849.32
1245729,July,3801.54
927702,August,3799.75
1272757,May,3821.23
530803,August,3802.99
944918,July,3798.96
1267775,July,3852.63
1118859,June,3812.65
1380068,May,3836.41
2352509,June,3830.40
904795,August,3844.58
1379703,June,3853.94
2244632,May,3817.70
947361,July,3853.57
617900,July,3806.77
1045288,August,3804.00
1349708,June,3853.30
874936,August,3845.75
1397360,June,3854.41
948544,September,3824.17
2326073,June,3831.76
797925,May,3797.38
3028145,June,3818.03
880401,May,3848.94
1451862,June,3848.09
1758045,June,3858.35
292631,May,3818.28
1140809,May,3841.16
1586741,June,3836.31
1023368,July,3793.11
1183685,June,3812.98
642563,July,3792.33
1138198,July,3814.97
1041317,August,3833.36
532505,August,3806.99
699177,September,3800.81
1009046,July,3820.97
945139,May,3848.39
685973,May,3813.03
738652,July,3816.01
1405654,July,3850.79
1427842,June,3845.80
914664,July,3854.66
955379,July,3852.62
971200,July,3841.34
894548,August,3847.05
715999,August,3806.69
1543350,June,3832.79
661969,June,3805.41
1694236,September,3818.18
961617,September,3848.31
1265880,May,3804.19
1989731,June,3828.85
1198576,August,3825.25
1273336,May,3842.10
922904,June,3852.68
1915914,July,3839.33
1751757,May,3807.86
2214339,August,3807.42
1123480,April,3849.08
807835,June,3820.21
458794,June,3811.98
1176882,July,3853.00
2604983,August,3804.35
1535201,June,3813.87
1110772,June,3806.98
3254740,May,3812.18
1225998,August,3806.00
1019700,August,3797.19
801241,July,3815.43
937745,August,3800.81
1847181,June,3818.11
1016897,August,3854.56
1699980,May,3815.36
766500,August,3840.40
1456387,May,3808.20
716639,May,3817.84
662825,May,3798.44
1111271,July,3797.23
1105750,June,3835.86
1372970,August,3803.26
483106,July,3796.53
641900,June,3842.04
1080873,August,3792.50
1600913,August,3797.13
917069,May,3833.53
946486,June,3817.11
1070626,June,3834.08
1350220,August,3840.25
835919,June,3840.73
675795,May,3851.64
981126,June,3804.47
2967935,June,3845.78
716344,May,3817.75
2975339,June,3837.76
1058255,June,3837.18
617662,August,3814.79
2184042,August,3827.78
3343885,May,3817.42
1119938,July,3807.35
1011368,June,3844.45
770070,July,3841.72
1063860,August,3805.87
512759,August,3823.29
949568,August,3853.63
2243477,June,3804.86
1932625,May,3812.69
1574995,May,3846.20
1355340,June,3806.89
1212194,June,3857.63
644672,September,3847.55
3457978,June,3809.65
943423,May,3805.51
1654014,May,3839.56
855297,May,3810.18
605949,August,3806.16
2391429,May,3808.70
1847090,May,3814.85
1374081,July,3817.25
802256,June,3853.86
715027,July,3807.70
1600710,May,3815.17
1801763,June,3852.53
962867,July,3803.11
658830,July,3839.46
1490457,August,3838.12
914029,May,3831.46
1493847,August,3806.62
1128113,July,3802.68
967727,May,3796.09
487946,July,3802.99
714065,June,3811.95
1521353,June,3814.91
1910755,May,3813.32
1492967,July,3812.55
985570,May,3819.09
1564449,June,3841.80
1234817,July,3834.99
764175,May,3806.65
1449932,June,3818.98
1550814,June,3803.92
1524297,May,3817.80
748606,June,3808.76
1994816,May,3811.51
651504,August,3823.10
1164576,July,3799.65
2753168,May,3823.14
2289209,May,3823.13
708083,July,3818.00
792999,August,3806.39
4628039,June,3846.48
1973847,July,3802.70
758866,May,3815.39
5079574,June,3842.82
1213575,July,3853.44
1174890,July,3831.51
863843,May,3826.54
1264393,July,3853.01
827818,May,3807.60
551570,August,3804.97
1616538,April,3843.55
1127116,May,3820.15
1564646,May,3822.23
1460123,June,3833.35
1329440,July,3825.74
383021,May,3817.62
1503444,May,3816.25
1387173,May,3846.86
906990,May,3848.80
656779,May,3810.29
2015334,May,3806.73
1599780,September,3799.75
557579,August,3809.62
628888,June,3813.72
737898,May,3828.18
2946129,June,3812.93
948846,May,3805.50
933661,August,3832.17
796473,June,3818.47
1731564,June,3809.88
965171,June,3816.00
1225634,July,3854.78
1507617,June,3811.67
822534,June,3841.58
2823711,June,3816.49
1264634,June,3853.35
643715,August,3806.32
1403103,July,3829.11
1346991,June,3803.99
1740172,August,3802.10
737726,September,3816.17
1301474,June,3842.23
2735224,August,3819.63
994299,August,3811.30
745590,August,3846.23
1086785,May,3820.47
869535,July,3832.36
1330601,June,3802.08
1472308,August,3810.02
1138210,May,3853.88
1428566,May,3817.69
1319119,August,3792.05
2576639,July,3840.36
715679,June,3804.52
1369765,May,3817.13
674201,July,3824.09
846738,July,3802.30
1153377,August,3821.19
1421533,May,3805.39
1283158,May,3806.01
1710143,June,3833.34
775365,August,3847.61
434881,June,3808.22
1523870,June,3818.66
2705437,August,3801.47
1134092,July,3807.71
1270072,May,3851.85
1015376,August,3828.59
995984,June,3849.06
2022375,May,3853.08
1175813,June,3805.20
1744978,August,3832.75
4360194,July,3843.39
2197652,June,3808.60
1940274,July,3849.85
788074,June,3850.80
2615815,June,3832.08
1267901,September,3819.00
6050099,August,3805.07
498874,August,3804.32
1876125,June,3853.71
851600,June,3844.39
2373108,May,3808.36
711877,August,3821.74
2008953,May,3829.86
1696734,August,3812.51
1286486,June,3858.50
2653788,June,3833.82
2133585,July,3836.01
1154694,August,3854.03
1150323,June,3853.11
933005,July,3800.14
948840,May,3818.60
1347350,June,3806.82
780904,May,3798.42
2018532,July,3809.98
799176,May,3845.04
922920,May,3834.93
2314475,June,3813.56
1154943,June,3844.42
960335,July,3843.94
1330468,August,3826.28
797599,May,3806.51
1165460,August,3805.24
1059758,June,3804.09
1163352,May,3817.66
986489,June,3854.10
2063034,May,3817.55
543072,July,3802.48
1178363,August,3802.99
2344444,August,3830.56
825414,June,3829.30
2711537,June,3824.83
751928,August,3800.76
864675,July,3845.68
1652344,June,3809.34
1394168,August,3804.97
1981605,August,3835.16
1190533,May,3817.83
2827400,May,3807.89
1783027,August,3809.90
2500698,July,3817.61
1912655,September,3807.31
2357732,May,3822.98
570303,July,3837.85
2850933,June,3848.37
712001,June,3817.07
1272946,July,3801.98
1142183,July,3809.82
2389942,June,3843.55
1398996,June,3802.61
1056508,July,3800.11
557847,August,3851.58
1177164,September,3803.35
1282633,May,3833.90
1131535,August,3830.38
1087039,May,3806.79
672544,June,3847.05
1811087,May,3805.72
444447,August,3841.04
748277,May,3816.73
1527520,May,3829.74
703181,May,3810.27
2395818,May,3819.89
1931779,May,3805.43
1480798,June,3858.13
920839,April,3810.73
764486,August,3804.23
2448923,June,3806.27
868195,September,3813.65
881655,July,3797.97
2299842,June,3833.22
1361075,May,3836.65
930283,August,3798.74
4944476,August,3845.24
2291969,June,3804.93
750648,August,3849.75
845562,June,3804.50
932360,May,3827.39
1117460,May,3822.36
730531,August,3817.00
1826621,May,3849.21
825895,June,3818.13
1839146,August,3805.71
1053034,July,3822.15
1840542,June,3815.24
1521406,June,3847.94
1896155,May,3808.56
711780,July,3849.64
1622259,July,3815.59
799261,May,3806.54
1448708,August,3825.40
1064584,August,3835.79
1325629,June,3801.84
5203004,May,3847.77
1980791,May,3818.73
3003814,September,3825.71
2022970,May,3829.33
2134052,August,3802.89
369485,May,3806.09
1651695,May,3822.98
1100155,May,3811.60
828051,June,3802.73
494729,May,3807.48
4348145,May,3835.09
1367282,August,3804.29
2222669,May,3819.13
1028781,June,3802.03
1232198,May,3813.05
1564042,July,3808.34
2104338,August,3806.25
871906,May,3844.42
1052937,June,3841.19
3111541,May,3808.65
1236826,August,3797.54
607066,June,3818.68
1035641,August,3835.23
3288011,August,3817.12
4484128,June,3831.70
1408159,June,3828.13
938275,July,3797.55
1240654,July,3801.11
880238,July,3848.81
3397670,August,3845.45
820172,June,3806.92
884082,August,3810.71
3643121,May,3843.06
1322988,August,3800.39
1146048,May,3849.07
918548,September,3799.81
1956155,June,3853.86
1040227,June,3807.50
2519206,July,3792.32
493300,May,3848.61
1560513,August,3803.62
1187557,July,3819.33
3339240,April,3830.84
2474171,August,3807.45
491854,June,3823.80
2724418,June,3839.52
1778177,July,3840.74
933447,June,3826.11
1182167,August,3801.31
2488981,July,3820.46
1354409,May,3851.11
2576527,June,3807.62
1449076,June,3809.41
2556676,September,3824.90
1350628,July,3830.72
1159184,June,3834.36
1259007,June,3803.95
1792789,May,3817.33
909974,June,3810.55
3488172,August,3837.32
1530825,June,3843.07
1226504,May,3800.78
365213,May,3848.90
17176997,August,3803.39
960613,July,3796.52
3121354,May,3819.76
1309606,July,3843.16
1499371,May,3836.72
2069974,June,3825.44
709322,September,3807.20
1839962,June,3841.00
1647915,June,3805.58
1482533,June,3848.77
999506,May,3805.53
6939752,June,3808.28
877993,May,3820.07
2904838,June,3804.20
1496033,August,3811.03
1402500,August,3844.32
2769015,June,3803.60
2662728,July,3798.67
1339930,July,3810.94
3557126,June,3858.45
895533,August,3815.52
854703,July,3809.95
767953,September,3807.53
1409697,August,3803.32
2793970,July,3806.05
1251334,July,3803.12
2922718,May,3807.55
2067817,August,3803.07
814005,July,3838.13
1795313,July,3842.73
462345,June,3814.99
1104888,August,3800.55
1294143,August,3826.98
845823,August,3800.43
872092,June,3820.98
1577437,August,3805.47
861739,July,3802.99
2759681,May,3808.50
1397490,June,3837.71
1336444,May,3860.72
8597809,May,3835.83
1592296,July,3816.07
5287848,June,3809.78
3538266,June,3804.46
1065800,August,3797.22
2360252,June,3810.19
1335233,August,3851.89
2904632,July,3805.45
970957,July,3851.37
3533816,April,3846.06
3154902,August,3806.90
2338011,July,3835.42
1195925,June,3857.83
1815328,May,3814.17
2569821,June,3814.13
2440968,July,3823.25
1647803,June,3813.38
481817,September,3798.58
2276002,July,3804.05
1201495,July,3806.14
2308578,August,3802.31
1040246,June,3853.58
974546,May,3845.36
