inflow_vol,month,starting_stage
286611,July,3839.28
180487,July,3823.27
213723,June,3855.90
226779,May,3808.32
192817,May,3841.21
164245,June,3805.07
309313,June,3844.44
217251,August,3818.35
165764,June,3805.94
273767,August,3850.22
303647,June,3795.36
157212,July,3802.26
193493,July,3848.42
179022,July,3806.09
213195,June,3846.31
222055,June,3825.09
174271,June,3821.82
228744,April,3851.48
202839,August,3848.12
229827,June,3805.53
122283,June,3816.05
281152,May,3817.68
224902,July,3850.83
362832,July,3801.58
168007,June,3811.27
119384,May,3811.28
224889,May,3819.91
183130,June,3803.63
124823,August,3805.99
203106,August,3822.75
240221,June,3842.90
339204,August,3792.39
134669,July,3851.95
192964,June,3810.43
334719,May,3818.86
197183,June,3849.19
161196,June,3847.86
235755,August,3806.86
236593,May,3842.90
201812,June,3842.39
143357,September,3804.12
260068,July,3802.38
285622,September,3797.80
153874,June,3857.37
157163,June,3857.63
260744,August,3841.05
444758,May,3847.41
185469,August,3807.40
178743,July,3843.59
161741,July,3855.44
191810,June,3795.20
150917,June,3794.82
282371,June,3806.13
207039,June,3823.89
239889,June,3839.06
431612,June,3803.38
265538,May,3796.17
214723,August,3845.78
156691,May,3858.85
186679,July,3831.41
247057,May,3819.46
367283,July,3819.84
233403,June,3836.84
288535,June,3806.77
250762,July,3814.86
545668,July,3803.03
221983,July,3844.49
219599,July,3854.50
301488,June,3839.80
179348,July,3799.03
274299,July,3839.24
180737,June,3818.10
278133,June,3844.23
186558,August,3844.82
258689,June,3810.63
256184,July,3807.87
187536,May,3828.83
206698,June,3820.54
230857,August,3798.02
206169,June,3850.14
184381,June,3804.12
165519,May,3850.46
239012,July,3837.83
297491,June,3833.55
316576,July,3835.60
222894,July,3839.61
205202,August,3842.25
186844,June,3815.40
292626,August,3804.03
122698,July,3845.79
291283,August,3810.34
424272,August,3822.47
178134,June,3803.95
199319,June,3839.84
193351,May,3811.49
108983,July,3849.25
291595,June,3812.63
189915,June,3831.17
154170,May,3819.21
299216,July,3799.70
275157,July,3805.65
231894,August,3802.17
301326,September,3800.16
379498,May,3850.54
264198,July,3803.63
234807,August,3837.51
230445,August,3844.91
254376,August,3835.27
174413,August,3824.13
201175,May,3853.16
452503,June,3843.70
343387,June,3844.93
167088,August,3836.39
177310,July,3839.47
152163,May,3808.77
421120,May,3798.59
222833,May,3852.09
297526,September,3822.37
532458,July,3803.67
146756,May,3845.17
114573,August,3799.64
418894,June,3807.85
268442,June,3816.96
259233,May,3820.01
324470,May,3853.74
292643,August,3839.56
166753,June,3795.33
216320,June,3821.90
158394,May,3853.16
203648,August,3818.12
337217,July,3842.15
159191,July,3810.79
347654,June,3845.79
137133,August,3841.10
251645,May,3836.91
211302,June,3820.62
752625,June,3840.96
291643,June,3806.39
357208,July,3797.01
304526,May,3818.68
226602,June,3847.39
152794,July,3802.51
209231,June,3833.92
128538,July,3831.70
125537,June,3817.55
208124,May,3807.25
223343,June,3848.08
339627,June,3850.83
306411,July,3813.19
223355,June,3842.90
175833,July,3802.84
191298,August,3803.88
241030,August,3837.61
314822,August,3833.66
241071,June,3853.69
102428,July,3796.46
308410,May,3811.48
445027,July,3814.20
329368,June,3825.24
171938,June,3806.98
221139,June,3818.11
358749,June,3842.37
272003,June,3812.91
182023,June,3834.57
313983,April,3824.12
200020,June,3802.98
337894,August,3822.21
209852,May,3795.34
225528,June,3848.07
250717,August,3809.72
157734,June,3806.59
332905,May,3814.30
173955,June,3816.81
269186,May,3808.11
214014,June,3831.61
205636,May,3812.25
332646,July,3831.74
305465,May,3809.34
272060,June,3810.82
440699,May,3849.28
221233,June,3832.19
293541,June,3858.38
278186,July,3813.23
215376,May,3822.34
347408,August,3807.04
380520,May,3841.14
253628,May,3820.26
499477,August,3823.55
199551,May,3830.26
413897,July,3799.40
227190,May,3812.80
542287,June,3805.56
447469,June,3811.99
215961,June,3839.98
254038,May,3803.15
268833,July,3828.75
465922,June,3829.01
385945,June,3841.58
231109,May,3815.89
262187,July,3850.97
224988,August,3797.96
235833,May,3806.43
311540,May,3810.63
149576,May,3811.27
447390,June,3819.74
422873,May,3826.52
290917,July,3848.24
229656,July,3841.82
394795,July,3793.05
295458,May,3844.44
169093,June,3804.80
183170,August,3816.73
360163,July,3853.49
219877,June,3844.06
213920,June,3846.92
340020,May,3841.30
120600,August,3799.58
418270,July,3837.98
172106,May,3851.83
167290,August,3797.64
242976,July,3802.43
499920,July,3808.90
456056,August,3817.49
207721,August,3801.11
294853,June,3810.51
248492,August,3792.12
249830,June,3795.91
190452,May,3807.36
205973,June,3807.12
202381,June,3811.21
212007,July,3850.43
213440,July,3819.93
361801,September,3796.37
289873,May,3847.52
268687,September,3799.44
252165,May,3848.61
208270,July,3827.80
448045,June,3843.52
266949,May,3854.15
232277,June,3816.61
165165,September,3795.76
271404,July,3801.63
179644,May,3818.67
273085,May,3819.94
245347,July,3839.00
187589,May,3804.91
254498,May,3806.73
235398,August,3830.89
263019,July,3802.79
272185,July,3802.24
298117,June,3815.64
248514,August,3825.42
232151,May,3825.61
306508,July,3830.99
260714,June,3795.17
255555,May,3809.76
144754,August,3810.70
254017,May,3832.90
210418,May,3826.42
213751,August,3815.76
323558,May,3818.41
239250,June,3823.19
266487,May,3809.17
191314,July,3845.96
221368,August,3801.95
226171,May,3822.37
288041,September,3847.95
277943,May,3827.80
173860,June,3814.73
201930,June,3815.84
279197,June,3855.33
398666,May,3821.87
212547,May,3843.17
196818,August,3802.68
147303,June,3826.50
428202,June,3811.91
142560,May,3812.33
267848,July,3810.04
301176,June,3854.42
297133,June,3812.56
158528,August,3803.70
254394,June,3804.06
311782,May,3818.41
150694,June,3853.99
323255,May,3852.31
448819,August,3847.06
298213,June,3837.02
390899,June,3852.77
251789,June,3845.61
260304,August,3819.86
279306,May,3853.83
298085,May,3829.31
391949,July,3796.95
332564,August,3842.12
201339,July,3837.44
308029,July,3806.07
289268,June,3858.31
210918,May,3816.83
462714,August,3797.81
261214,September,3804.29
346157,June,3804.58
324807,August,3823.21
339104,May,3811.42
286208,September,3831.97
533307,May,3845.68
357078,May,3822.79
294051,May,3839.12
314067,July,3854.72
229394,July,3852.41
337162,May,3834.34
251208,July,3798.29
156794,September,3793.27
264275,May,3829.72
307146,June,3823.45
179050,June,3820.78
310639,June,3829.93
286925,June,3818.26
201450,September,3801.56
176740,August,3804.75
313858,June,3821.17
142178,July,3853.71
305413,August,3829.30
333034,May,3808.25
199334,July,3834.64
266939,July,3843.41
250622,August,3803.80
221171,July,3841.27
249909,June,3849.07
270562,July,3838.37
380828,May,3804.07
376964,May,3843.29
270182,July,3852.00
253929,August,3797.06
319341,July,3799.00
587345,July,3802.90
316466,June,3814.50
229047,May,3836.73
277561,May,3808.33
317590,May,3812.90
412877,May,3811.33
264954,July,3804.57
375685,May,3818.75
370427,August,3813.17
258487,July,3822.97
307428,June,3857.33
284299,June,3810.36
481145,May,3836.99
458986,May,3810.40
279880,May,3806.76
391821,June,3795.21
353092,June,3838.50
204980,July,3831.18
302416,July,3834.66
337543,May,3806.75
201972,August,3853.89
223983,April,3822.01
342393,June,3830.20
202020,June,3832.84
248778,July,3831.37
184125,June,3807.93
267038,June,3819.26
192882,May,3814.90
199953,July,3839.77
256809,August,3831.99
261400,July,3822.60
149474,August,3845.81
497477,May,3805.49
370355,July,3848.30
398459,June,3844.62
331175,July,3831.16
281153,June,3843.98
272926,June,3818.83
429269,June,3832.88
330679,July,3830.01
174143,August,3833.79
255588,June,3811.35
305733,July,3803.33
240645,June,3804.05
327389,August,3806.18
277731,July,3817.28
180379,July,3802.81
236106,June,3826.62
415054,April,3832.53
330814,July,3809.02
396419,August,3842.56
333790,May,3813.89
272519,May,3808.13
266838,September,3802.75
218751,August,3796.88
310159,July,3841.05
183410,August,3805.71
528329,July,3847.95
202786,May,3836.42
263576,August,3834.99
763317,July,3810.10
285206,August,3835.58
246929,August,3827.76
329117,May,3854.40
203789,June,3838.71
196378,May,3812.62
206711,June,3821.81
198802,July,3800.73
251201,September,3822.34
333024,August,3807.34
222323,May,3818.15
251122,August,3792.40
180247,May,3842.76
244164,July,3805.27
373600,July,3834.53
267893,June,3809.59
228277,June,3854.29
483187,August,3851.87
139040,June,3804.54
186761,July,3799.24
321378,July,3802.51
377226,June,3811.31
369765,May,3847.74
210418,July,3806.95
548034,June,3835.32
517549,June,3839.46
226668,June,3831.33
244649,August,3838.20
519382,August,3810.30
377417,May,3813.36
443333,July,3802.76
338153,May,3827.32
375295,May,3819.18
494762,September,3794.86
425450,June,3809.06
313480,June,3853.74
240830,August,3833.06
192911,June,3804.52
181164,May,3823.01
347069,June,3806.79
371638,July,3809.55
339400,June,3832.71
265685,July,3853.52
230592,May,3808.01
338814,May,3828.68
220063,July,3853.60
283741,July,3808.28
287786,June,3808.69
415108,August,3836.03
388915,May,3812.72
461315,August,3799.41
233184,July,3802.44
481521,July,3795.36
507313,September,3797.05
246686,June,3810.44
741085,August,3839.83
200087,July,3801.52
257509,June,3807.48
222304,June,3845.96
225238,June,3815.95
283453,September,3833.33
570344,June,3807.14
481426,June,3857.50
274325,June,3820.72
618189,June,3812.27
165185,June,3816.70
402717,May,3831.41
220026,June,3849.44
308218,May,3836.92
334957,July,3815.10
164691,May,3808.12
379430,July,3799.64
372339,June,3805.73
140989,August,3799.69
477139,September,3804.14
765735,August,3832.90
460626,August,3795.39
453973,July,3845.33
213979,June,3841.08
262533,June,3811.54
309268,May,3857.82
270485,May,3835.76
404915,August,3851.53
682212,May,3817.66
158872,July,3840.15
364972,June,3805.26
162686,May,3818.89
411980,May,3807.53
273671,June,3842.81
514366,August,3796.81
451389,May,3817.95
394891,May,3814.40
440183,July,3802.06
462344,June,3813.35
209829,May,3815.79
437869,August,3806.80
294830,August,3832.05
284925,May,3819.68
318699,July,3816.79
537278,June,3805.38
453424,May,3807.59
307524,May,3805.03
214657,June,3844.37
558501,June,3839.72
266566,July,3799.09
378711,May,3810.97
470377,August,3797.86
270231,May,3810.02
302554,August,3848.85
822820,June,3813.41
450010,August,3822.72
509820,June,3795.30
236162,August,3810.02
320760,May,3819.06
231489,July,3815.45
309706,July,3831.79
242840,August,3843.90
321645,May,3811.88
351924,June,3853.67
537930,August,3802.37
654116,May,3829.31
448211,July,3806.72
284676,July,3831.00
430125,June,3850.70
326883,June,3839.67
610489,June,3849.08
406015,July,3814.86
239546,May,3836.61
310437,May,3846.51
336755,August,3852.43
167065,July,3833.84
542220,May,3852.69
397669,June,3827.61
407995,July,3806.06
320829,May,3814.15
168609,August,3807.42
208723,May,3856.41
312124,May,3820.65
364560,August,3801.20
367633,July,3799.02
379604,August,3841.91
421325,June,3837.18
514828,June,3808.87
461871,May,3821.46
322438,August,3792.60
558434,May,3803.40
480058,June,3840.58
630269,July,3801.10
575025,June,3804.58
567239,June,3804.31
302818,April,3820.82
185647,July,3805.58
556364,May,3810.57
329432,September,3807.90
197296,September,3806.03
271760,July,3841.40
373493,July,3801.67
287357,August,3802.14
365275,June,3818.40
226008,June,3803.98
231592,June,3818.31
398629,August,3847.51
438075,June,3839.82
171781,August,3809.01
436126,August,3823.78
247764,August,3810.54
652267,August,3833.29
488124,June,3812.54
536527,June,3815.47
352174,July,3827.61
465944,September,3826.61
506654,August,3834.44
288972,July,3816.15
529285,May,3823.18
339424,June,3807.72
341865,June,3799.65
547630,May,3845.49
368723,July,3845.00
1268250,June,3851.83
342645,April,3810.12
250615,August,3806.71
337080,August,3798.11
619541,June,3847.08
360658,August,3798.98
300139,July,3821.30
238636,August,3802.11
373464,May,3825.65
1044152,May,3836.29
165280,June,3842.84
261220,August,3830.30
438416,July,3826.87
207417,August,3807.08
251715,July,3842.20
282281,June,3806.79
357328,May,3853.70
405496,April,3817.54
527966,August,3834.85
277767,May,3821.77
542787,June,3811.60
523955,August,3832.67
255582,June,3842.23
336230,June,3806.02
680705,August,3807.26
360075,July,3832.97
269727,June,3809.91
1347176,September,3803.98
475684,August,3814.59
259436,June,3834.53
231159,July,3824.30
323244,June,3821.45
572384,June,3811.32
418323,June,3804.74
579885,May,3808.08
286164,July,3816.59
234127,May,3816.45
317582,June,3835.82
780337,July,3828.23
389875,June,3836.41
300876,May,3804.52
291425,June,3839.70
593633,July,3824.14
340743,May,3830.04
247894,May,3809.94
392312,August,3854.44
329029,June,3815.25
164497,July,3853.88
247232,July,3830.54
514651,July,3853.56
717904,July,3812.29
557705,July,3851.59
445457,August,3837.30
348729,June,3816.95
499524,June,3808.57
310431,July,3850.98
305330,June,3857.70
306015,June,3846.61
273030,July,3831.37
1038600,August,3816.99
314547,July,3851.06
159139,August,3819.58
704150,August,3818.14
396323,June,3841.95
552110,May,3806.71
359730,June,3833.03
383424,August,3842.92
303526,August,3847.56
529665,September,3825.37
277380,May,3835.61
163490,May,3840.28
290909,August,3806.79
806983,May,3814.49
371316,August,3803.21
363658,May,3837.11
249926,August,3796.76
343990,June,3824.00
759428,August,3827.63
353124,June,3819.17
406533,May,3807.62
345019,June,3833.63
340494,July,3840.78
179705,June,3826.17
473668,August,3812.31
330670,August,3802.08
242816,May,3819.35
424901,May,3796.70
368862,June,3820.78
293034,August,3820.03
279786,June,3835.15
378106,June,3815.48
241583,May,3819.71
334818,July,3806.37
352151,July,3815.54
515699,June,3808.34
432838,August,3818.63
365947,May,3798.19
411378,August,3844.37
288873,May,3846.53
747736,June,3808.36
313642,June,3834.02
464010,July,3802.75
758262,August,3801.57
397949,May,3807.22
440120,May,3837.17
334242,May,3840.40
516135,July,3822.72
211024,July,3824.04
964361,July,3804.74
497242,July,3813.88
682023,May,3805.08
540142,June,3832.54
541014,July,3837.14
451784,June,3819.93
647193,May,3836.08
337577,June,3818.76
520089,July,3808.89
521328,July,3813.33
435179,August,3812.35
382961,July,3811.11
646460,August,3853.63
308068,May,3811.22
599682,May,3821.25
448033,June,3850.15
591225,July,3808.15
199997,June,3851.15
645331,June,3804.02
277771,July,3839.30
498456,July,3795.60
527065,July,3839.48
307640,July,3805.29
591487,May,3825.06
952854,July,3818.87
445845,May,3819.24
590194,August,3802.52
220829,June,3837.27
219104,May,3821.44
576143,August,3831.29
566525,May,3795.67
264740,July,3835.05
385053,May,3814.82
354680,July,3841.34
465107,July,3841.24
750339,August,3811.57
586767,September,3800.98
415237,July,3841.90
950965,May,3841.60
438452,May,3851.54
471316,May,3795.37
595627,May,3842.24
568739,June,3804.97
647779,June,3802.02
291689,September,3804.74
227072,August,3804.06
706953,May,3807.78
262091,August,3849.07
587492,June,3804.94
326385,June,3805.75
489452,June,3820.37
340016,May,3853.81
290321,June,3846.64
614680,May,3847.56
406921,June,3807.33
616058,July,3829.04
426012,July,3837.74
294812,May,3809.55
417290,June,3820.60
353364,June,3811.25
674451,August,3825.61
389405,July,3818.46
253322,May,3807.21
747774,June,3806.83
383459,June,3854.55
371381,July,3797.74
656442,July,3840.51
490678,May,3814.08
355937,April,3815.58
368487,July,3820.36
532797,July,3826.91
485084,July,3814.49
373589,July,3826.36
161738,June,3850.10
315536,July,3845.87
380887,August,3798.00
359656,July,3834.94
643842,May,3818.28
300599,June,3829.20
668664,June,3850.00
336014,June,3795.02
411326,July,3811.33
573697,May,3851.14
274985,May,3813.98
655611,August,3801.52
835322,May,3796.02
292564,July,3848.60
418565,July,3825.06
358088,May,3841.50
464451,June,3810.75
623884,May,3848.53
906310,May,3814.80
615179,May,3807.40
586696,August,3826.78
263180,May,3812.18
290946,May,3849.57
410283,June,3811.40
689452,June,3813.33
464120,May,3854.83
324788,July,3810.90
296592,June,3845.69
312421,April,3820.92
593360,July,3818.14
547622,May,3801.32
293238,August,3798.47
311689,May,3847.60
534388,July,3794.49
366371,July,3837.42
356450,May,3810.11
145878,August,3798.36
481046,July,3803.55
793917,July,3853.18
343744,May,3818.88
596081,June,3827.45
726058,July,3850.90
638063,August,3841.58
769094,July,3802.92
524751,June,3810.75
264139,May,3808.10
260622,May,3817.48
313578,July,3818.32
427867,June,3813.13
676569,June,3809.72
311747,June,3839.54
495064,May,3795.34
457554,September,3803.64
579103,August,3803.94
509038,June,3804.08
544061,May,3844.30
561842,May,3811.31
577493,August,3826.72
546709,September,3840.38
1060620,August,3799.13
523750,May,3813.57
375351,June,3846.88
347243,July,3829.66
728718,May,3852.85
592809,July,3845.12
641276,July,3802.93
404334,May,3806.11
402127,July,3847.20
511117,June,3834.44
363875,July,3852.01
350830,July,3855.22
572647,June,3852.38
346605,June,3812.03
781772,May,3852.91
178430,August,3804.60
655722,June,3806.84
678342,August,3801.17
274848,June,3857.92
272527,July,3794.42
290277,June,3820.75
323916,May,3841.30
652734,June,3806.65
550207,July,3803.09
519939,April,3836.03
327265,June,3814.63
375346,July,3814.48
516243,July,3803.55
391718,June,3838.98
422367,June,3827.97
365224,July,3808.62
1282276,June,3853.08
328217,May,3825.68
734021,July,3831.60
337175,June,3823.34
724665,May,3846.46
326965,May,3842.94
303009,May,3844.57
432254,May,3813.73
612440,August,3847.38
392040,June,3820.77
215784,May,3846.02
474587,July,3815.22
485872,August,3804.30
418992,July,3797.27
353305,July,3821.85
388167,July,3841.54
322077,May,3853.27
429946,June,3812.03
263438,August,3803.14
678920,May,3826.96
474996,June,3849.46
389271,June,3847.68
370325,June,3819.94
623200,June,3820.23
330619,June,3814.36
276996,June,3815.11
855644,June,3848.02
390500,August,3796.82
289189,July,3826.94
711022,July,3807.58
1796067,June,3852.16
607312,June,3837.20
547939,June,3848.02
220847,June,3803.86
939622,May,3848.32
543786,May,3807.36
609967,August,3819.70
983671,August,3843.12
322442,July,3811.61
508639,August,3819.37
1050428,July,3817.38
475675,July,3817.02
262183,July,3841.65
355665,July,3803.04
949602,June,3809.14
461478,May,3828.83
542603,May,3815.46
387012,June,3850.18
735192,May,3842.53
441100,May,3839.60
519411,May,3827.48
263150,July,3794.49
346816,June,3829.97
437526,May,3842.25
465810,June,3849.64
740856,May,3830.44
475020,August,3804.49
947135,June,3820.40
437635,August,3806.77
283991,August,3836.96
378838,August,3801.91
554165,August,3804.08
380078,July,3811.22
349798,June,3819.70
555571,June,3812.91
747367,July,3849.52
372363,July,3846.68
431664,May,3808.98
345197,May,3812.52
403096,May,3806.11
1226118,June,3829.97
1069778,June,3823.98
465396,July,3853.76
461310,May,3850.10
418483,August,3845.24
403620,June,3829.70
643611,July,3801.08
378999,June,3817.64
348464,July,3828.01
433096,August,3834.55
536984,June,3803.00
314243,July,3850.28
522132,May,3850.59
290508,August,3806.16
272413,August,3823.98
339922,June,3794.91
966394,June,3855.86
433332,August,3852.31
253158,August,3798.15
386332,August,3818.08
658399,June,3840.51
254234,July,3845.18
881118,July,3805.67
484457,June,3811.82
228476,June,3835.19
1102346,June,3812.25
344548,August,3791.99
451271,August,3798.22
1045326,August,3819.50
447708,May,3813.79
971303,September,3812.00
212758,July,3841.05
595797,June,3813.22
500472,August,3836.39
384220,June,3853.65
543651,July,3838.23
339547,May,3815.41
512835,August,3805.69
519297,July,3839.59
392720,May,3852.02
1443645,June,3858.08
518115,August,3818.51
621341,August,3844.71
935460,June,3850.77
640656,July,3814.32
434328,August,3820.50
204158,August,3846.69
436344,July,3817.52
451045,May,3845.63
886259,July,3804.91
487490,June,3808.30
440300,May,3819.69
525257,July,3838.49
693708,June,3813.90
327358,June,3827.46
1025830,July,3851.06
770929,August,3801.28
618466,May,3811.72
549347,July,3841.91
593001,May,3813.69
465280,June,3802.33
986540,July,3824.30
478183,August,3792.75
832536,June,3810.54
501633,June,3803.94
1140493,August,3810.03
1336203,August,3805.06
485050,May,3804.01
483388,June,3815.27
1159827,June,3852.86
537536,June,3844.05
279875,June,3818.14
672230,June,3820.07
769556,August,3810.29
352813,June,3852.91
2017694,July,3812.13
445144,July,3817.56
508217,June,3814.76
701366,May,3812.36
519825,May,3853.81
533336,May,3829.76
232864,June,3816.86
889629,May,3839.33
342791,July,3794.99
227328,August,3847.23
509989,April,3846.27
439172,June,3808.08
789670,May,3804.55
793202,June,3841.65
329389,May,3815.11
248951,May,3850.81
549744,June,3803.94
834860,May,3807.01
705016,July,3832.81
750309,June,3830.26
604422,June,3795.08
382036,May,3805.56
469211,June,3818.76
892890,August,3797.40
318809,June,3813.51
269966,June,3833.91
449149,July,3851.88
1544745,August,3848.26
443969,August,3804.20
1210721,May,3828.95
563409,June,3853.87
790883,May,3816.37
317081,July,3808.81
744497,June,3817.75
939340,June,3816.79
695861,June,3816.74
582751,June,3816.17
741428,May,3854.52
346495,June,3806.60
473242,August,3802.34
666526,August,3803.04
287515,July,3847.36
489453,July,3802.34
279238,July,3841.55
894421,July,3830.23
303908,June,3817.84
367029,June,3839.36
372697,July,3851.15
475442,July,3854.96
376248,July,3853.01
261508,June,3814.88
1810122,May,3811.85
505082,August,3847.12
440711,June,3807.45
471713,June,3818.36
501453,July,3802.17
589742,May,3852.10
448805,August,3807.73
519393,June,3802.01
775663,April,3816.61
1100915,June,3836.07
632136,May,3813.46
1100254,May,3823.03
401586,September,3844.64
507060,May,3803.29
524537,August,3834.39
428321,August,3792.13
485147,June,3803.33
591525,May,3853.98
1083836,July,3835.09
1243850,July,3851.36
992602,June,3814.07
430060,August,3834.70
464392,June,3834.23
277296,April,3826.27
424256,June,3833.08
792674,July,3804.73
1281923,June,3836.61
1077778,June,3837.54
979256,July,3818.68
611570,June,3816.08
520990,July,3804.55
720406,June,3802.61
495634,May,3813.35
673981,June,3810.87
564111,May,3834.62
311510,August,3839.08
325972,July,3824.14
1005726,May,3831.06
1578412,April,3830.18
817337,July,3808.19
320763,June,3858.53
1932833,June,3809.94
610243,April,3822.67
350882,June,3806.25
582690,July,3844.12
494013,June,3805.22
725174,June,3803.77
788644,June,3838.23
319477,June,3812.57
432008,June,3849.39
685584,July,3804.18
363504,August,3797.55
411045,May,3821.01
805809,August,3802.22
751720,July,3832.92
554154,June,3820.74
584734,August,3798.98
517189,August,3837.41
591363,July,3804.89
408611,July,3825.36
870696,July,3853.49
611517,July,3816.73
480117,May,3808.30
437779,July,3831.43
393145,July,3803.31
477637,July,3852.53
239000,June,3822.57
725309,August,3846.50
512648,June,3837.85
650330,May,3817.35
531090,May,3829.94
600878,June,3808.40
593753,June,3857.55
378499,June,3803.96
302837,May,3818.43
1070788,June,3827.65
483018,August,3792.23
750557,May,3815.21
376644,June,3850.41
1300386,September,3846.17
398153,May,3798.07
565373,May,3847.31
1047707,July,3809.91
845106,June,3832.88
612518,May,3805.77
1135387,June,3817.55
871338,May,3817.85
565786,May,3837.10
723775,May,3854.32
630669,July,3855.39
474149,July,3811.74
282482,June,3809.76
1118736,July,3818.06
753491,June,3837.02
522357,June,3813.30
537155,June,3854.65
1134517,September,3793.58
389760,June,3844.40
419579,May,3817.95
531133,June,3812.85
1272989,June,3821.67
435485,August,3853.58
1013332,August,3836.32
640992,May,3850.97
568686,July,3852.52
391137,June,3804.44
492101,August,3792.02
593330,July,3800.15
474380,May,3858.53
867950,June,3812.27
326079,May,3813.95
439651,June,3820.50
722396,August,3804.28
457081,August,3801.63
580907,July,3816.38
726776,May,3821.31
290898,July,3799.02
366739,May,3845.94
827350,May,3807.00
289548,July,3810.24
441483,June,3815.87
827161,July,3804.91
550261,May,3836.64
535553,May,3826.77
1314641,July,3850.96
485075,June,3849.47
362343,April,3820.49
485049,July,3840.49
547093,July,3817.66
751348,June,3804.98
1011805,May,3812.92
696968,May,3806.02
598089,May,3822.26
396684,August,3802.92
792663,August,3807.41
817756,August,3804.01
322400,July,3833.51
1419079,June,3821.36
361636,June,3808.95
1094324,August,3807.74
545800,May,3814.66
270570,August,3799.07
1056318,June,3815.32
1049812,June,3804.83
764796,June,3812.28
338394,June,3803.43
1324074,August,3844.33
405049,August,3799.18
720064,August,3799.88
1367287,May,3806.14
708492,May,3833.26
537077,August,3802.86
456129,May,3836.54
648267,June,3810.06
857441,May,3805.14
750998,September,3798.16
469920,May,3797.68
599032,July,3792.28
718706,May,3841.51
902262,May,3815.57
681154,August,3804.62
296513,June,3852.21
528828,August,3840.07
598427,June,3814.41
405802,June,3804.78
758901,July,3840.79
330352,June,3808.13
604001,May,3850.72
1317260,June,3842.39
1003664,July,3821.84
1017733,May,3821.62
1478289,August,3825.36
205510,July,3827.09
851165,May,3825.99
588978,August,3842.72
853313,September,3811.65
466265,June,3807.24
793086,June,3807.24
645318,August,3834.60
710946,May,3842.60
893769,May,3849.41
1770523,July,3853.90
651131,May,3815.13
479338,July,3840.82
641932,May,3808.82
342733,June,3840.18
353266,June,3806.01
1269336,July,3841.94
991538,July,3801.37
320391,August,3810.10
998189,July,3794.49
621138,July,3819.50
1586458,May,3849.25
1387141,September,3797.06
1488265,August,3802.12
779834,June,3856.23
449412,June,3852.49
341505,July,3818.46
918208,August,3803.78
1063007,May,3807.74
1023767,July,3852.06
416931,August,3836.65
1576030,May,3829.15
346098,July,3810.72
638591,August,3827.10
1027267,June,3853.59
852080,June,3803.16
902548,May,3807.92
476605,May,3826.61
422490,June,3841.96
1136432,May,3822.55
353361,June,3851.52
486138,May,3823.21
427355,May,3842.79
727608,April,3848.72
1433451,May,3812.65
509656,August,3802.49
486870,July,3842.93
636519,August,3832.59
461870,July,3838.27
491729,June,3805.42
671377,May,3846.10
686272,August,3811.13
603443,May,3814.17
636915,June,3848.96
912809,April,3822.86
1157229,August,3802.11
681516,August,3818.13
887441,May,3819.38
647901,August,3803.17
987625,July,3806.66
415595,August,3842.16
641420,August,3833.70
538269,July,3826.62
1385683,June,3849.26
1271782,August,3805.23
388638,May,3861.49
663057,August,3835.23
536778,July,3801.07
331295,August,3838.39
610900,September,3847.72
626623,May,3812.93
340226,July,3794.50
946993,June,3805.84
1395708,May,3849.84
593106,September,3805.19
498852,May,3808.76
1033133,July,3803.71
455255,July,3849.57
527974,April,3804.24
525938,August,3802.55
742514,May,3806.39
931211,June,3806.26
495560,April,3850.22
468621,May,3814.33
393364,May,3842.62
770874,June,3829.16
1178358,May,3850.98
564070,May,3837.60
1214069,June,3842.02
665145,August,3840.20
1349387,June,3845.31
618323,August,3831.50
514012,June,3812.87
342282,June,3844.43
1348511,May,3800.74
261569,May,3827.43
622464,May,3831.96
315536,June,3804.23
446137,July,3848.47
448882,July,3824.51
492123,May,3820.04
718112,May,3811.01
1414990,August,3799.62
757119,July,3801.21
454402,June,3858.53
585318,July,3794.64
353573,May,3812.06
1062208,June,3809.22
613802,July,3814.81
776126,May,3816.65
734245,May,3814.33
772921,July,3815.04
494558,May,3810.87
363856,July,3846.69
445422,June,3814.15
534204,May,3797.28
715634,August,3797.96
594762,May,3823.72
604967,July,3833.26
546208,July,3842.37
509983,June,3810.96
580503,May,3850.82
860827,August,3802.41
944748,June,3810.30
607218,May,3813.57
1200980,July,3809.26
1046876,May,3807.11
833627,May,3844.65
391262,August,3804.91
1146896,August,3819.54
919753,May,3830.01
821897,May,3811.30
804459,May,3853.58
651390,September,3815.36
1063676,June,3813.82
392895,June,3833.21
970537,August,3839.22
442900,August,3851.32
765909,August,3822.16
1244648,August,3804.32
1244790,July,3810.60
541558,May,3827.42
1057912,June,3852.18
651761,April,3853.55
508513,July,3828.54
1945424,June,3819.90
922712,May,3821.00
396586,May,3819.63
691020,June,3802.55
519498,July,3845.14
382921,May,3849.97
524565,June,3805.12
1846732,May,3852.25
554999,May,3814.12
1062679,July,3838.13
497081,July,3848.63
2170831,July,3848.77
964076,June,3805.90
1424697,June,3827.57
950146,June,3805.31
577726,July,3837.86
764373,July,3806.90
657281,July,3844.17
784964,June,3798.09
765591,August,3849.69
947002,July,3843.07
468766,July,3851.32
1098021,July,3829.18
904865,August,3851.24
2411253,May,3844.47
456755,July,3843.39
480911,May,3811.01
360870,May,3812.22
805941,May,3809.90
348662,August,3851.01
414071,June,3836.44
388891,June,3841.27
587516,June,3808.45
938451,June,3837.73
